city_name,subdivision_id,house_number,street,lat,lon,osm_id
San Diego,La Jolla,3941,El Cajon Blvd,32.64721453212465,-117.21518712947437,node/100096
San Diego,La Jolla,2571,Market St,32.63507844391845,-117.1029150563103,node/100097
San Diego,North Park,6897,Broadway,32.687979810899975,-117.14831665784882,node/100098
San Diego,Point Loma,3488,Main St,32.81556735080215,-117.19425695619992,node/100099
San Diego,Downtown,6332,Kettner Blvd,32.7087939197672,-117.02827750276978,node/100100
San Diego,Hillcrest,6965,Adams Ave,32.72716617028307,-117.0907097817731,node/100101
San Diego,North Park,3695,Washington St,32.64758059352898,-117.16540740186045,node/100102
San Diego,Point Loma,6724,Park Blvd,32.78295441328819,-117.05894830108123,node/100103
San Diego,Pacific Beach,8851,Kettner Blvd,32.57378993557154,-117.1928939230981,node/100104
San Diego,Downtown,7122,Broadway,32.606409846169164,-117.17259046678456,node/100105
San Diego,Downtown,6311,El Cajon Blvd,32.66390580008252,-117.17469020249506,node/100106
San Diego,Mission Valley,4658,Adams Ave,32.791302947066434,-117.06152271445342,node/100107
San Diego,Hillcrest,7805,Broadway,32.571514986115,-117.14927428562325,node/100108
San Diego,Mission Valley,1224,University Ave,32.80006991488327,-117.11557360342684,node/100109
San Diego,Downtown,3366,University Ave,32.81746865388538,-117.12469930302416,node/100110
San Diego,North Park,7858,Market St,32.766537653385974,-117.141909125421,node/100111
San Diego,North Park,4298,Washington St,32.79576942950687,-117.26076325698966,node/100112
San Diego,La Jolla,5196,Market St,32.59812962489728,-117.30339647235077,node/100113
San Diego,Hillcrest,6249,Kettner Blvd,32.68469633245498,-117.09659558848516,node/100114
San Diego,La Jolla,4078,Kettner Blvd,32.596270391633794,-117.07935573451464,node/100115
San Diego,La Jolla,772,Kettner Blvd,32.66986112959253,-117.18258659602958,node/100116
San Diego,Mission Valley,8389,Broadway,32.75996297621704,-117.30730435495025,node/100117
San Diego,Point Loma,1829,Washington St,32.69575702039775,-117.20244358845149,node/100118
San Diego,Clairemont,7235,Market St,32.61854108832581,-117.15457597591846,node/100119
San Diego,Hillcrest,8917,Kettner Blvd,32.79809243511147,-117.17163786850965,node/100120
San Diego,Hillcrest,4122,Park Blvd,32.81491930566718,-117.2851011305833,node/100121
San Diego,Clairemont,7713,University Ave,32.7366548934035,-117.11064345886636,node/100122
San Diego,Mission Valley,8198,Main St,32.820985850893734,-117.2565480428527,node/100123
San Diego,North Park,4332,Park Blvd,32.66780165294929,-117.04700400607254,node/100124
San Diego,Hillcrest,266,India St,32.720688175514475,-117.25378307294187,node/100125
San Diego,North Park,8104,Adams Ave,32.73225286347456,-117.23900281916274,node/100126
San Diego,Clairemont,7442,Washington St,32.80357986043969,-117.2831839948336,node/100127
San Diego,North Park,4086,Adams Ave,32.657561809039024,-117.1366333244003,node/100128
San Diego,Clairemont,8798,India St,32.66882721824386,-117.0121105608122,node/100129
San Diego,Mission Valley,7534,Park Blvd,32.64697492809286,-117.23567889713972,node/100130
San Diego,La Jolla,5269,University Ave,32.601566422376514,-117.15034081038488,node/100131
San Diego,Pacific Beach,3645,University Ave,32.787281396052684,-117.2281501119094,node/100132
San Diego,Hillcrest,3280,Broadway,32.65457393897954,-117.20283567925519,node/100133
San Diego,Hillcrest,8851,Main St,32.60367488795439,-117.29744528970504,node/100134
San Diego,Downtown,4886,India St,32.774925217873054,-117.27321615211248,node/100135
San Diego,Clairemont,300,Broadway,32.737919265887896,-117.17028091652085,node/100136
San Diego,Clairemont,3120,Park Blvd,32.85534929294149,-117.23535648285211,node/100137
San Diego,Clairemont,1170,Broadway,32.68591223267558,-117.28887534892331,node/100138
San Diego,Downtown,2544,Market St,32.809042622882515,-117.0263623072926,node/100139
San Diego,La Jolla,2040,University Ave,32.733121910385286,-117.18624779357691,node/100140
San Diego,North Park,6332,India St,32.70085433946662,-117.1782836987942,node/100141
San Diego,Point Loma,9416,El Cajon Blvd,32.75200819632164,-117.12821072632647,node/100142
San Diego,La Jolla,3557,University Ave,32.645093837587,-117.28674376035991,node/100143
San Diego,North Park,9143,Market St,32.58821946067035,-117.31029728321914,node/100144
San Diego,Clairemont,7799,Kettner Blvd,32.653077786709304,-117.2416571296332,node/100145
San Diego,Hillcrest,1266,Washington St,32.77191547602137,-117.03392668665524,node/100146
San Diego,North Park,1980,Adams Ave,32.729068713613174,-117.11680958297926,node/100147
San Diego,Hillcrest,1269,Market St,32.58359141185415,-117.07331143013027,node/100148
San Diego,Hillcrest,2137,Washington St,32.70630939108285,-117.21987264283658,node/100149
San Diego,Point Loma,8299,El Cajon Blvd,32.727694468779404,-117.17977234092852,node/100150
San Diego,Downtown,5380,Adams Ave,32.74681409228377,-117.3033405322835,node/100151
San Diego,North Park,9719,Kettner Blvd,32.850935883341904,-117.01122827493677,node/100152
San Diego,Hillcrest,759,Kettner Blvd,32.79463270125151,-117.25854278161862,node/100153
San Diego,Clairemont,3073,El Cajon Blvd,32.864783642479765,-117.1803345038769,node/100154
San Diego,Clairemont,7800,Broadway,32.670088316888396,-117.21110748190048,node/100155
San Diego,La Jolla,5503,Market St,32.689193526936336,-117.1624592937107,node/100156
San Diego,Point Loma,701,India St,32.70214777258052,-117.21674485284895,node/100157
San Diego,Mission Valley,6722,Broadway,32.82517317521556,-117.06362183901939,node/100158
San Diego,Downtown,7669,India St,32.689674271239795,-117.25482523758164,node/100159
San Diego,Mission Valley,8267,Kettner Blvd,32.7533226226435,-117.0831028391817,node/100160
San Diego,North Park,9098,El Cajon Blvd,32.60500396868513,-117.2246912565035,node/100161
San Diego,Clairemont,572,Broadway,32.85764404474651,-117.12843849987541,node/100162
San Diego,North Park,5191,Market St,32.730951702100796,-117.14542457728389,node/100163
San Diego,La Jolla,1958,University Ave,32.704134368253634,-117.27586015527314,node/100164
San Diego,Pacific Beach,4881,Washington St,32.71836160452085,-117.22907253098602,node/100165
San Diego,Clairemont,4093,Washington St,32.70273594181969,-117.26770740945432,node/100166
San Diego,North Park,8427,Kettner Blvd,32.78958776364772,-117.27014749662274,node/100167
San Diego,La Jolla,6898,El Cajon Blvd,32.66766257293429,-117.07478477827071,node/100168
San Diego,Hillcrest,4734,Main St,32.78351529478406,-117.05985722321807,node/100169
San Diego,Clairemont,7416,Market St,32.72727417331116,-117.2075628174921,node/100170
San Diego,Point Loma,5372,Washington St,32.82658050497022,-117.01686761060023,node/100171
San Diego,North Park,6374,Kettner Blvd,32.635768733817365,-117.07843665747022,node/100172
San Diego,Downtown,7849,Park Blvd,32.777268364307496,-117.06767732923055,node/100173
San Diego,Point Loma,8215,Market St,32.85514733151127,-117.27322611905718,node/100174
San Diego,Mission Valley,7313,Broadway,32.59561350932259,-117.03796749669107,node/100175
San Diego,Downtown,6817,Market St,32.82697989140476,-117.02011296178767,node/100176
San Diego,La Jolla,4442,Washington St,32.667268370215425,-117.10328862042394,node/100177
San Diego,La Jolla,8842,Park Blvd,32.679702819256796,-117.21610165381999,node/100178
San Diego,Clairemont,688,India St,32.750937838480816,-117.2406689270694,node/100179
San Diego,Hillcrest,1580,University Ave,32.69589144157693,-117.28156706208505,node/100180
San Diego,La Jolla,2825,Washington St,32.77390034883797,-117.04007278138486,node/100181
San Diego,Downtown,1019,Park Blvd,32.65371033278956,-117.19864767306741,node/100182
San Diego,Pacific Beach,8802,University Ave,32.689315524692674,-117.10655988859419,node/100183
San Diego,Pacific Beach,2968,Market St,32.589390505198,-117.04984812040655,node/100184
San Diego,North Park,9654,Washington St,32.60863531603855,-117.17275502599351,node/100185
San Diego,Hillcrest,4283,Washington St,32.765752215179944,-117.04142744048991,node/100186
San Diego,Clairemont,9055,El Cajon Blvd,32.613092686621535,-117.17858106491886,node/100187
San Diego,Mission Valley,5001,Kettner Blvd,32.757381610708,-117.18380731846173,node/100188
San Diego,Hillcrest,5049,Washington St,32.625465099732665,-117.1956920253098,node/100189
San Diego,Clairemont,3986,Broadway,32.680109289297285,-117.20341225272684,node/100190
San Diego,Hillcrest,459,El Cajon Blvd,32.85908334537306,-117.1136310552214,node/100191
San Diego,Hillcrest,9372,Main St,32.82522021930918,-117.07760651526898,node/100192
San Diego,Downtown,8238,Kettner Blvd,32.81555166990196,-117.04021952446507,node/100193
San Diego,North Park,5872,Kettner Blvd,32.63140136167843,-117.25406040321688,node/100194
San Diego,Hillcrest,1691,Market St,32.83672111122189,-117.11719781733285,node/100195
San Diego,Hillcrest,646,Washington St,32.739572141610516,-117.09139206961824,node/100196
San Diego,La Jolla,5452,El Cajon Blvd,32.78994425948151,-117.25840797886671,node/100197
San Diego,Pacific Beach,6094,India St,32.724955712110834,-117.03705390765549,node/100198
San Diego,Pacific Beach,7994,El Cajon Blvd,32.855915222850044,-117.22255756524825,node/100199
El Centro,Downtown,716,State St,32.75907570150059,-115.51634997905373,node/200000
El Centro,North,3096,Commercial Ave,32.75403028755686,-115.57354254396714,node/200001
El Centro,,3825,Main St,32.781858565861604,-115.53809883964632,node/200002
El Centro,,5330,State St,32.83902918917796,-115.60216538978008,node/200003
El Centro,,5175,Main St,32.83342348452149,-115.55685926177502,node/200004
El Centro,West,5305,Main St,32.827385535139044,-115.52206123615721,node/200005
El Centro,North,1245,Main St,32.74953468110134,-115.60927878717753,node/200006
El Centro,Downtown,2023,Main St,32.83372593085285,-115.59943359512937,node/200007
El Centro,North,1365,Commercial Ave,32.83354137838996,-115.54750781025065,node/200008
El Centro,North,368,Broadway,32.81402806637476,-115.59127303153025,node/200009
El Centro,West,913,Broadway,32.84309277183241,-115.57626650415028,node/200010
El Centro,East,3361,Main St,32.77258814408616,-115.51617931240636,node/200011
El Centro,North,5529,Main St,32.76621058154233,-115.54905070814704,node/200012
El Centro,Downtown,2095,Broadway,32.843882090394146,-115.53430219000236,node/200013
El Centro,,1797,Commercial Ave,32.80363830835816,-115.5316947018879,node/200014
El Centro,,4982,Imperial Ave,32.745283555148006,-115.52715938736199,node/200015
El Centro,,4525,Imperial Ave,32.77006541967281,-115.59555028790986,node/200016
El Centro,Downtown,221,Imperial Ave,32.780824227921656,-115.53415684655464,node/200017
El Centro,Downtown,2273,Imperial Ave,32.75023990178612,-115.53882819430459,node/200018
El Centro,Downtown,3772,State St,32.822801703931425,-115.56167620423908,node/200019
El Centro,,1914,Commercial Ave,32.839541564297015,-115.60866349631009,node/200020
El Centro,East,5370,State St,32.8414026183122,-115.60691745925055,node/200021
El Centro,North,5720,State St,32.75579618296793,-115.5417598685103,node/200022
El Centro,Downtown,5083,Broadway,32.759833382566036,-115.6003808411695,node/200023
El Centro,East,4993,State St,32.79805568374314,-115.56762845824245,node/200024
El Centro,Downtown,5463,Main St,32.810091666488134,-115.53610372698952,node/200025
El Centro,West,3799,State St,32.83380910219885,-115.57161864288231,node/200026
El Centro,North,878,State St,32.77625483499971,-115.58174764288582,node/200027
El Centro,,5726,Imperial Ave,32.83729850357344,-115.60628666918633,node/200028
El Centro,Downtown,891,State St,32.81945889691919,-115.57573531406241,node/200029
El Centro,,4904,Main St,32.84066246238469,-115.55683166184303,node/200030
El Centro,North,5550,Broadway,32.839112986885226,-115.57070631442362,node/200031
El Centro,Downtown,5018,Broadway,32.77624488990877,-115.60263994340754,node/200032
El Centro,West,1937,State St,32.829727484813496,-115.57798860057788,node/200033
El Centro,Downtown,4803,Broadway,32.767615909432784,-115.57008875891182,node/200034
El Centro,Downtown,5488,Commercial Ave,32.82794607899597,-115.58625522748459,node/200035
El Centro,,2883,Broadway,32.7801023420737,-115.59485944417875,node/200036
El Centro,,670,State St,32.75918746541513,-115.54968279873445,node/200037
El Centro,,1862,Commercial Ave,32.78261944057035,-115.5676354209327,node/200038
El Centro,,2757,Broadway,32.822683561996676,-115.55624064433856,node/200039
El Centro,,1374,Main St,32.76074098971072,-115.5512161818074,node/200040
El Centro,East,5522,State St,32.7874014773113,-115.5522923992559,node/200041
El Centro,West,1032,Commercial Ave,32.77951728554809,-115.60191102277992,node/200042
El Centro,North,5565,Commercial Ave,32.77584193918513,-115.59094815644976,node/200043
El Centro,Downtown,1774,Main St,32.77514193620185,-115.59187660207797,node/200044
El Centro,,2471,Broadway,32.777812235593785,-115.61222700934307,node/200045
El Centro,West,3214,Imperial Ave,32.79825823478674,-115.58998892839233,node/200046
El Centro,East,3352,Main St,32.83117643620226,-115.60876977384372,node/200047
El Centro,,2664,Main St,32.802575916073685,-115.55566003191142,node/200048
El Centro,North,1043,Broadway,32.785503230706496,-115.51638003089668,node/200049
El Centro,,3869,Commercial Ave,32.828202591307175,-115.52102302482587,node/200050
El Centro,,2093,Main St,32.78856765269404,-115.57295501836839,node/200051
El Centro,,2881,Broadway,32.767157205889426,-115.53508821313967,node/200052
El Centro,,4446,Main St,32.7959952062323,-115.52240772684199,node/200053
El Centro,West,942,Imperial Ave,32.75964442182777,-115.5932728197176,node/200054
El Centro,Downtown,5244,Imperial Ave,32.79441170250174,-115.5375554174753,node/200055
El Centro,North,5367,Commercial Ave,32.808529831906064,-115.55054782205582,node/200056
El Centro,East,3702,Imperial Ave,32.751828625849576,-115.56877919361638,node/200057
El Centro,East,560,Commercial Ave,32.78019422226201,-115.60558093438267,node/200058
El Centro,Downtown,3120,Main St,32.828169663166314,-115.60532689988266,node/200059
El Centro,Downtown,4966,Commercial Ave,32.7957067817334,-115.56672883410728,node/200060
El Centro,Downtown,4783,State St,32.81018374546486,-115.58084732371196,node/200061
El Centro,West,3790,Main St,32.75535018772704,-115.52308731660443,node/200062
El Centro,Downtown,5393,Commercial Ave,32.76225589114364,-115.58822562764017,node/200063
El Centro,North,4382,Commercial Ave,32.80598054063227,-115.57661020403143,node/200064
El Centro,North,2871,State St,32.81288977205596,-115.6077634482464,node/200065
El Centro,East,2800,Main St,32.75445059475151,-115.545162065516,node/200066
El Centro,,1331,Commercial Ave,32.77833620360606,-115.55472604854135,node/200067
El Centro,,2641,Broadway,32.84176965076928,-115.54315200371882,node/200068
El Centro,Downtown,4678,Broadway,32.78266793060563,-115.53383380421364,node/200069
El Centro,Downtown,4265,State St,32.78118280963468,-115.5767402331018,node/200070
El Centro,,2899,Imperial Ave,32.83976682675343,-115.56437290791273,node/200071
El Centro,,1369,Imperial Ave,32.75271650843009,-115.52855716113142,node/200072
El Centro,,4413,Commercial Ave,32.74877474923576,-115.57932356280358,node/200073
El Centro,West,3186,Commercial Ave,32.76042527613211,-115.59491540328314,node/200074
El Centro,West,457,State St,32.78608586114966,-115.54536370778115,node/200075
El Centro,,5101,State St,32.77349279325634,-115.53814634819045,node/200076
El Centro,West,3942,Broadway,32.835397433813746,-115.59359838237775,node/200077
El Centro,North,2408,State St,32.822812403724996,-115.56270933085125,node/200078
El Centro,West,5053,Imperial Ave,32.758839853460344,-115.5879996788411,node/200079
Calexico,,3140,Birch St,32.68217244472547,-115.5227446160951,node/300000
Calexico,,1121,Cedar St,32.66600378084356,-115.4831129901825,node/300001
Calexico,,3780,Rockwood Ave,32.70321837253869,-115.52005908064051,node/300002
Calexico,,851,Birch St,32.705684795780705,-115.5155777195856,node/300003
Calexico,,2963,Birch St,32.70472831562758,-115.50400618565087,node/300004
Calexico,,4212,Birch St,32.67133768926074,-115.50573003291733,node/300005
Calexico,,3171,Imperial Ave,32.66237232551642,-115.50977890747302,node/300006
Calexico,,2846,Imperial Ave,32.69638283824893,-115.52064402473646,node/300007
Calexico,,3970,Rockwood Ave,32.69066431931456,-115.52057243849092,node/300008
Calexico,,3774,Birch St,32.68582089542981,-115.47454855065381,node/300009
Calexico,,2196,Imperial Ave,32.6618392846681,-115.51992882286216,node/300010
Calexico,,4423,Cedar St,32.67429528553688,-115.48232964204188,node/300011
Calexico,,2567,Heber Ave,32.65621090070952,-115.51459362979242,node/300012
Calexico,,3844,Cedar St,32.65266842906066,-115.47869873676369,node/300013
Calexico,,4988,Birch St,32.68106322705884,-115.49098270347922,node/300014
Calexico,,2081,Cedar St,32.69201265966754,-115.51142368073349,node/300015
Calexico,,2990,Imperial Ave,32.66333385432839,-115.5039059442875,node/300016
Calexico,,4388,Imperial Ave,32.707379269457135,-115.52483924062548,node/300017
Calexico,,4557,Cedar St,32.679339661794785,-115.46960011086422,node/300018
Calexico,,266,Cedar St,32.6723272239536,-115.5006918953105,node/300019
Calexico,,3158,Birch St,32.66411901566415,-115.52792546613347,node/300020
Calexico,,2924,Imperial Ave,32.66336755546314,-115.48947373599935,node/300021
Calexico,,4866,Imperial Ave,32.69301121908874,-115.50894888349768,node/300022
Calexico,,2986,Imperial Ave,32.68166082471246,-115.48008946806664,node/300023
Calexico,,3906,Heber Ave,32.70774915114733,-115.50018812970293,node/300024
Calexico,,1204,Heber Ave,32.65268603222193,-115.4823285760178,node/300025
Calexico,,402,Birch St,32.6665065542705,-115.52627162346046,node/300026
Calexico,,443,Heber Ave,32.66783574920298,-115.5102954470238,node/300027
Calexico,,4548,Birch St,32.67730398606061,-115.5267027537078,node/300028
Calexico,,2443,Heber Ave,32.67031845056212,-115.4820495059813,node/300029
Calexico,,2338,Rockwood Ave,32.656368500494665,-115.50681884954112,node/300030
Calexico,,3702,Birch St,32.702578249697304,-115.50570131390437,node/300031
Calexico,,4164,Heber Ave,32.690424109466754,-115.50685918438242,node/300032
Calexico,,2284,Cedar St,32.696968885244104,-115.48527512053944,node/300033
Calexico,,3627,Imperial Ave,32.68504719792981,-115.4795595232276,node/300034
Calexico,,2506,Cedar St,32.66817268569287,-115.52409586533551,node/300035
Calexico,,2610,Rockwood Ave,32.67565494578598,-115.48584022532131,node/300036
Calexico,,3736,Heber Ave,32.66999281902632,-115.526358690229,node/300037
Calexico,,3663,Rockwood Ave,32.66537332160449,-115.47009836324835,node/300038
Calexico,,714,Imperial Ave,32.68917103333362,-115.50452738610954,node/300039
Calexico,,1410,Cedar St,32.706067363776775,-115.52033323189825,node/300040
Calexico,,3689,Cedar St,32.65098793794791,-115.52486599821628,node/300041
Calexico,,3066,Rockwood Ave,32.67187126410133,-115.49486532149656,node/300042
Calexico,,1356,Cedar St,32.689643723414804,-115.47197058824408,node/300043
Calexico,,3736,Rockwood Ave,32.69468506830791,-115.49446469329997,node/300044
Calexico,,3106,Cedar St,32.67278204275715,-115.48992635579765,node/300045
Calexico,,1029,Heber Ave,32.65045480045185,-115.51773711703164,node/300046
Calexico,,3270,Cedar St,32.70371255034879,-115.52183434027056,node/300047
Calexico,,3755,Rockwood Ave,32.66177422552542,-115.49218736903418,node/300048
Calexico,,1739,Birch St,32.656258245314234,-115.47773042257694,node/300049
Calexico,,1514,Birch St,32.70282074184717,-115.50219332843545,node/300050
Calexico,,2718,Imperial Ave,32.688970387429336,-115.48632757079083,node/300051
Calexico,,4541,Cedar St,32.666321736966665,-115.51090259930581,node/300052
Calexico,,1526,Heber Ave,32.6965217830307,-115.49837465528955,node/300053
Calexico,,1746,Imperial Ave,32.696423940416665,-115.51469582894279,node/300054
Calexico,,315,Birch St,32.67055379146666,-115.49456335557302,node/300055
Calexico,,4619,Birch St,32.656686273782825,-115.47584521318993,node/300056
Calexico,,2633,Imperial Ave,32.67278959884625,-115.48588398408941,node/300057
Calexico,,4406,Birch St,32.67354770723991,-115.50433398835213,node/300058
Calexico,,704,Cedar St,32.65641960693555,-115.50987833977237,node/300059
Calexico,,3786,Imperial Ave,32.676849991977264,-115.49785839929082,node/300060
Calexico,,4616,Heber Ave,32.687287635762,-115.51798221180688,node/300061
Calexico,,3644,Heber Ave,32.67907182718696,-115.47680730235484,node/300062
Calexico,,4344,Imperial Ave,32.65808092800861,-115.5190205752066,node/300063
Calexico,,1947,Rockwood Ave,32.66966138494051,-115.47244575670412,node/300064
Brawley,,3564,Western Ave,32.96175439619142,-115.54244792322068,node/400000
Brawley,,612,Western Ave,32.98360089445794,-115.52572286886767,node/400001
